EmpDepartment,EmpDepartmentName
70755,Labor   Delivery
72715,Vascular
69427,Bone Marrow
69379,4E ORTH
75506,Wound Care
75521,Rose Advanced Wound Care
65604,IP Psychiatric
64017,Pediatrics Unit
65185,MICU
77111,Endo EMA
69922,Rapid Response
78215,Infusion Center
70814,LDRP
63237,JW 2 North Oncology Med/Surg
73336,Endoscopy
77007,Enterostomal Therapy
64028,Pediatric Unit
62074,Orthopedics
74727,Kids Express
70431,PACU - Post Anesthesia Care
73350,Endoscopy
73328,G.I. Lab
60223,Nursing Float
60450,2 West Surgical BAMC
73543,Endoscopy  - Parham
61625,Medical 6
67415,Special Care Nursery
75122,Inpatient Wound Care
72705,Radiology Nursing
61705,2C Orthopedics
77024,Enterostomal Therapy
72703,Spec Rad Proc
77026,Wound Care
78517,Single Day Surgery
89016,CVC Center
60204,Nursing Pool
61912,61912 B3 SOUTH
70414,Recovery
62203,Med-Surg
60873,NSG - 5A
62945,Adult Rapid Response
83752,Phlebotomy
68517,ACT - Inpatient
65621,Psychiatric
71528,IV Infusion
67320,NICU II
74962,Hemodialysis
70428,PACU
72427,Nuclear Cardiology
64507,CMC PICU
64008,Pediatrics
65911,Behavioral Health
78734,Pediatric ED
69712,69712 FLOAT POOL ICU
60626,4 North
60479,Telemetry
77028,Clinics
61016,Med/Surg Women's Pavilion
70442,PACU
72729,Interventional Radiology
78509,Pedi Day Surgery
60520,SMC Float Pool
78402,Heart Failure Clinic
63002,Telemetry South Tower
65626,Psychiatric care unit - Adult
73385,Endoscopy
77312,OP SHR STY
65408,CV ICU
70434,Recovery Room/PACU
78477,Free Standing Emergency
65404,CVSD
65719,Adolescent Psych Unit
65809,Psych Adult I
66826,Newborn Nursery
77327,Surgical Amb Prep and Recover
74424,Cardiology
62630,Ortho Neuro Trauma Specialty
60248,Float Pool
87811,Ambulatory Care SC
60211,Nursing Float Pool
79310,Free Standing Emergency Dept
62036,ORTHO/MED SURG
77676,Spring FSED
62041,Progressive Care Unit
62267,Med Surg 2C
60517,Medical Surgical
67322,NICU
66322,Antepartum
65703,Psych Adolescent
65924,Geri-Psych
61928,Float Pool
72721,Angiography
60337,JW Nursing CRP
67074,Newborn Nursery
78428,PAT
70322,CVOR
64310,Pediatric Spec Care
64505,PICU
91402,Psych Intake
62007,CMC TSD
60205,Float Pool
66815,BHC Adolescent South
73116,AM Admissions
71516,Infusion
62367,Med Surg 3
62777,6 South
62120,Med Surg
64062,Pediatrics
71934,Vascular Access Team
70335,Open Heart
74927,Hemodialysis
62028,Meal Break
72017,PICC
66011,OB
62509,Ante Partum
71025,Pre Admit Test WH
60228,Nursing Float Pool
65319,CH ICU
601H6,Overhead
65306,CARDIOVASCULAR ICU
64801,Cardiac Stepdown Service Unit
63068,IMC
74348,Non-Invasive Cardiology
63107,Womens Surgical
65920,Gero Psych
67023,Nursery
77004,77004 WOUND SVCS
77523,Infusion Therapy
60411,11 Tower South
63732,PCU
70453,Recovery Room
79308,FSED
69319,CH Med/Surg
65069,ICU
75507,Hyperbaric OP Wound Healing
67073,NSG -Nursery
66324,IV Start Team
74416,Cardiology
60285,Nursing Float Dept
82713,Discharge Unit
75107,CVPACU
78728,TOSH - PAT
74703,CATH PRE/POST
61274,Med/Surg - 5 Tower
60152,Nursing Support
78527,CVPR CV Prep & Recovery
61129,CDU/OBS Unit
77025,Enterostomal Therapy
77777,Bellaire FSED
64504,PICU
65525,Adult Treatment Program 2
60134,Rapid Response
61073,NSG - 3 South - Telemetry
62506,5 Surgical
94123,Pre Admit
61125,Critical Care Float Pool
60455,4th Floor   Telemetry
70037,JW PACU
88020,Bariatric Support
66237,Womens Center Med Surg
73331,Endoscopy
68518,Discharge Lounge
65803,Psych Intensive
65926,Psychiatric care unit - Geri
79325,CV Recovery
62410,Joint-Spine
78919,CH PreOp
60437,JW Women's
60502,IMCU
62323,Rapid Response (CCRT)
63607,CV PCU
78632,Day Surgery
77630,Wound Care
61140,Clinical Transition Unit
61624,BH Observations
70420,Recovery Room
73382,Endoscopy
78668,Day Patient
64309,Pediatric Super Pool
67016,Nursery
61716,Med/Tele
85120,TMC Surgical First Assist
69607,696 IRF Blue Ridge Unit
72177,Wound Care
67508,NICU
75317,Infusion Services
75013,Echocardiology
63118,3E Surgical PCD
64411,Discharge Lounge
70720,Labor Delivery
72785,Special Procedures
61014,Med/Surg/Ortho
60616,NRT Float
63422,ECMO
78429,FSED Palmetto
77757,Wound Care
95204,PATC
73367,Endoscopy
78916,Wound Care
79001,PBED Emergency
63076,6 South
66112,66112 MATERNAL FETAL
91409,Psy Respond
77222,Pkwy Diag
74235,Cardiac Rehab
77703,Wound Care
67024,Newborn 1
61451,PMC Float Pool
78657,Same Day Surgery
74977,Hemo Dialysis Unit
62401,3W Medical Surgical
74203,74203 REHAB CARDIAC
63129,4 South Cardiac Telemetry
61903,4E Cardiac Telemetry
69722,Nursing SRH Aurora
60850,Float Pool
67817,Burn Unit
61117,Critical Care Float Pool
95708,Behavioral Health Intake
65385,Critical Care Unit
78642,SDS
95677,RAPID RESP
73380,Endoscopy
67584,NICU
60232,Float Pool
78218,Infusion
66052,Mother/Baby
60244,Nursing Float Pool
63420,Acute Care Unit
78559,Same Day Surgery OR
74923,Hemodialysis
60410,CHOS Float Pool
70461,Recovery
73579,Bariatric
60159,Float Pool
61332,2 South
69007,PreAdmitting
67052,Nursery
68507,Tucker Flexi Staff
72781,Special Procedures
62014,Float Pool
60231,Nursing Float Pool
64120,SMC Pediatrics
65212,65212 RAPID RESPONSE
68120,Outpatient Burn Unit
71652,Infusion Center
63307,Arrhythmia Care Unit
64840,Resource Team
67708,2 Burn
63458,Intermediate Care Unit
62285,Rapid Response
60261,Nursing Float Pool
67429,Neonatal
69776,Rapid Response Team
82704,Discharge Lounge
66062,Womens Center
77058,ED SAHA
77337,JW Focus Ultrasound
66742,IP BH
78826,FSED West
73322,Endoscopy
61317,Pre Admission Clinic
91193,Dialysis
62230,3E Med Surg
60234,Nursing Float Pool
70487,Recovery
74414,EKG
77577,Mem City FSED
65646,Psychiatric care unit - Adult
60920,TMC Discharge Lounge
65819,Adult Psych Overflow
71522,IV Therapy
78352,Citrus Park FSED
71910,Special Procedures
75532,Wound Care
71540,Infusion Clinic
67274,NICU Level II
70323,CV OR
73321,Endoscopy
94124,PAT
65643,Behavioral Health
78777,ISS
61340,Med/Surg 2E
72755,Special Procedures
60724,Discharge Suite
64563,Pediatric ICU
70337,Open Heart Surgery
65627,Psych Adult
66810,1 West
73820,Cancer Center
72474,Nuclear Cardiology
73344,Endoscopy
79804,79804 DIABETES
74706,EP Lab
60979,Surgical Oncology Unit
77324,PrePost Op Prep and Recovery
60277,Float Pool
70483,Recovery
77715,Infusion Therapy
67378,Nursery
69013,Preadmitting
78684,PRE-OP
60258,Nursing Pool
61213,4 Northwest
85910,Maternal Transport
77323,Care Unit
70227,Recovery   Children s
65092,TOSA
75202,Cardiology Clinic
66388,Mother / Baby Unit
60758,Antepartum
72110,Wound Care
82727,Pre Admit Testing
78418,Pre-Admission Testing
61737,Surgical Care Unit JW
60722,Discharge Suite
78824,FSED
79436,RADIOLOGY RN
78449,FSER Camp Jordan
64030,Pediatrics
60573,NSG- FLOAT & ORD
72742,Interventional Radiology
78092,ER Service
66126,6 North- Oncology Med/Surg
78113,Free Standing ED/PBG
66327,PICC Team
70617,CV OR
77328,Surgery PreOp
67329,Virtual NB
70758,Labor & Delivery
78568,Surgery Pre-Op/Post-Op
65511,6TN Cardiac Special Care
71513,PACU - ASC
67088,Nursery
81412,81412 DISCHARGE COURTESY SUITE
66520,SMC Transition
71512,IV Admin PICC
69758,PICC
70480,Recovery
89020,Rapid Response Team
67425,NICU
93719,Nurse Practioners
71931,PICC Team
64826,Resource Staff
60427,Psych Float Pool
70334,Cardiovascular Surgery
73329,Endoscopy/GI Lab
72744,Special Procedures
63660,Float Pool
63735,1E MedSurg
77513,F PRE-ADMIT TESTING
70524,Holding Card Cath
65617,Psych
70444,Recovery Unit
72178,Wound Care
73361,Endoscopy
69112,69112 PALLIATIVE
72312,72312 PEDS SEDATION
72111,R PACU DEPT
77603,PHP Department
78581,OB PREPOST
77701,Wound Care
79229,Haslet FSER
78519,Single Day Surgery
78685,NCY Preaneth Testng
77573,HPL Pineville Urgent Care
70440,PACU
66712,66712 SC PEDS A
71626,IV Therapy
70468,PACU
62103,3 North
65158,Neuro ICU
73314,Endoscopy
76110,Infusion Center
67059,Nursery
70512,70512 PRE POST CVOR
78709,Garland FSED
71122,Cath Lab Recovery
78929,78929 NURSING CENTRAL
67255,Nursery Level II
72774,IR Lab - Interventional Radiol
76850,ECT
73503,Infusion
63717,ICU Stepdown
79760,Wound Care
78851,ER Psych Pod
60488,Spine
62320,SMC Observation Unit
78524,Pain Mgmt GI OP Svc
60262,Nursing Float Pool
66326,PICC Team
74707,Cath Lab Recovery
78662,Outpatient Services
72723,Interventional
75552,Wound Care & HBO
69516,Peds BMT
65053,ICU
94137,CJW Specialty Coordinators
65927,Psych VINE
62355,Rapid Response
71616,Pediatric Outpatient Center
70228,TOSH - PACU
65746,Psychiatric care unit - Adoles
73340,Endoscopy/GI Lab
60825,Surgical Care Unit
60155,Precepter Nursing
95660,Rapid Response Nurses
79402,79402 MCDOWELL RHC 4
74720,SMC Inpatient Wound Care
66503,Psych Geriatric
78403,Valve Clinic
78955,Stafford FSED
72780,Interventional Radiology
76585,FSED WILLOWBK 249
65063,CV ICU
73542,Infusion
66611,GBU
78217,Syracuse FSED
69811,Wound Care
60304,Acute Cardiopulmonary
72310,PEDS Sedate
74122,OP Cardiac Clinic
70478,Recovery
75528,Wound Care Center
74179,Pre-op Testing Clinic
73358,Endoscopy
95707,Behavioral Health Intake
78236,Quick Care
79211,Joint EMA
82725,Telehealth
70019,CH OR
78543,Preadmit Testing Parham
60829,ED FLoat Pool
70912,70912 PRE POST ECHO
74734,Pre/Post Cath Lab
64708,Step Down
88019,ED Float Pool
76519,ECT BH
95921,StaRN
70457,Recovery
77234,MFM OP Diag Clinic
74635,Cath Lab
61108,Med/Surg 5th Fl
61449,East Nurse Float Pool
62326,CDU
67010,Nursery
61585,Observation
61179,EP Nursing
74750,Cath Lab BAMC
70829,Delivery-OB Trauma Nurse
72123,Wound Care
64021,Pediatrics
68521,Alcohol and Chemical Treatment
60711,Discharge Lounge
72728,Radiology   Spec Procedure
72720,TMC Special Procedures
67408,Neo Natal Care
61128,Surgical/Ortho/Trauma
72757,Interventional Radiology
72015,PICC-Vascular
84418,Service Line Navigator
60257,Nursing Float Pool
73335,Endoscopy
72424,Nursing
86640,Radiology Holding
73126,Wound Care
73330,Endoscopy
78200,Wound Care
70329,Open Heart Surg
70518,Plaza Surgery Center
65726,Psychiatric care unit - Peds
60610,Discharge Lounge
74920,TMC Dialysis
77734,Wound Care
77348,Cardiac Pre/Post
60276,Float Pool
75530,Wound Care Center
72117,Ambulatory Care Unit
64015,Pediatrics
69510,Rapid Response
81730,Pre Admit Clinic
77705,777 Wound care
60280,Float Pool
60879,Discharge Lounge
65724,Psychiatric Adolescent Care
60924,PT Admit
72762,Special Procedures
66340,PICC
62402,Acute Care Expansion -MS
62726,62726 SKILLED NURSING UNIT
61943,P Gen Med
60660,5500s Acute Inpatient
73524,Urodynamics
77020,Wound Care
64073,NSG - Pediatrics
77005,IV Chemo
72734,Special Procedures
60880,Med/Surg Overflow
69518,Wound Care Inpatient
78628,Pre Op Post Op
72237,Anesthesia
62324,Rapid Response
74657,Cardiac Cath Lab
60843,P  Gen Surg
67316,NICU
70279,EP Recovery
60474,Nursing Float
70320,CV OR
72776,Interventional Radiology
72236,Anesthesia
74323,Peds Outpatient Svcs
86512,86512 FITNESS CENTER
64829,Resource Staff
73337,Endoscopy
62111,R NURSE FLT DEPT
75052,RH - Hemodialysis
67076,Newborn Nursery (NWBRN NRSR)
78397,Spring Hill Imaging Ctr
77012,77012 BURN SVCS
72006,Neuro Interventional
74376,Non-Invasive Vascular
74501,Specials Cardiology
64025,Women's & Children's
63310,Intermediate Care Unit
67007,Nursing Nursery
78981,Pre Post Cath
79202,79202 MCDOWELL RHC 3
69076,Discharge Lounge
73379,ENDO
74930,Renal Dialysis
72035,Neuro IR
66522,Women's Surgical Unit
72081,3W Infusion
95804,Lactation
65704,Adolescent Unit
79158,Wound Care Nurses
72711,Angiography
60627,Wound Care RMC
63326,4S IMC
75316,Liver
79017,Residential Unit
63060,Newborn Nursery
79735,CHF Clinic
64014,Pediatrics
64019,3 West
72726,Interventional Radiology
79355,Inpatient Wound Care
74082,Oncology Clinic
75563,Wound Care
75059,Cardiac Testing (ECHO)
76943,Interventional Radiology - Par
78413,Bariatrics
64517,Peds Observation Unit
77534,Electrophysiology-EP
75573,Wound Care
74255,Cardiac Rehab
67034,C2NUR
61426,7N Telemetry
71963,Neurovascular Service
74661,Cardiac Cath
60858,Direct Admission Unit
79627,Provider Based Cardiology Svcs
70482,Recovery
71958,Neurovascular
85516,Palliative Care
79422,Perinatal US
71577,IV Team
76911,ET Therapy
74905,749 Dialysis
60531,Discharge Lounge
73342,Endoscopy
74011,CV Outpatient Diagnostics
72763,Special Procedures
71621,I V Therapy
77752,Wound Care
72731,Special Procedures
74308,EP Lab
73523,Ostomy Services
71118,Perinatal Recovery Room
61560,Discharge Lounge
95806,Lactation
74228,Cardiac Rehabilitation
66105,Antepartum
78737,Pre Op
74001,FB Infusion
75220,SMC Endo
74215,Cardiac Rehab
75529,Wound Care
92218,Community Education
79485,IP Wound Care
84415,Navigators
70484,RECOVERY
90592,Registration
75501,HBO-Hyperbaric
72918,Ultrasound
63352,CVCU
61173,NSG - 3 West - Telemetry
60268,Nursing Float Pool
77709,Wound Care
78719,Valve & Pulmonary Clinic
71950,PICC Team
77104,Nuclear Cardiology
60726,Discharge Suite
60206,Nursing Pool
73124,OP Infusion
74768,EP Lab
60845,5th Fl Discharge Lounge
70330,Cardiovascular Surgery
71519,Vascular Access Team
77225,PB NM/ECHO
65709,Psy Youth Svcs
60221,Pool Nursing
76400,Angiography
78340,Outpatient Oncology
78752,Interventional Radiology
77352,Multi-Speciality Clinic
72758,Interventional Radiology
77652,Wound Care Inpatient
71617,IV Therapy
95451,Clinical Research
71627,IV Therapy Team
77008,OP Infusion
65341,Neuro ICU
70362,Open Heart
77610,Wound Care Inpatient
74405,EKG
77735,Wound Care
66822,LDRP - Pre-admissions
67030,Nursery Care
62613,Chest Pain Decision Unit
69773,Discharge Lounge
72011,Endoscopy
63273,NSG - Oncology
77955,PHP/IOP/ECT
74506,Interventional Radiology
70585,PRE-OP
60139,Overhead
74063,Cath Lab Recovery
70170,OR
77731,Wound Care
74984,DIALYSIS
70471,Recovery
72373,PET CT
79626,OP Cardiac Imaging
60777,Discharge Suite
74231,Cardiac Rehab
73387,Endoscopy
74005,Cardio Pulmonary/Stress
74244,Cardiac Rehab
73363,Endoscopy
72732,Radiology Specials
74914,Hemodialysis
72519,Breast Imaging Main
60131,Rapid Response
73427,MRI
74402,Cardiology
74059,Cardiopulmonary Rehab
63614,In-Patient Wound Care
75011,Cardiovasular Ultrasound
78773,PICC Lines
63303,Blood Cancer Unit
60778,Discharge
72777,Special Procedures
72405,Patient Discharge
60808,Discharge Lounge
70700,Anesthesia
90719,Pallative Care
63017,Progressive Care Unit
95328,Service Line
73357,Endoscopy
74477,EKG
76527,Psych ECT
93701,Hospitalist Support
73373,NSG-Endoscopy
75514,Wound Care
75536,HBO
74428,Stress Testing
77114,Wound Care
74702,EP
64824,Resource Team
78617,Outpatient Surgery
73101,Pain Management
82706,Discharge Lounge
96828,First Assist Sub-Function
93862,Employee Health
74261,Cardiac Rehab
71179,First Assist
71530,Infusion Therapy
69821,Pre Admissions
61719,Horizon Sitters
69812,69812 LPN FLOAT POOl
72262,Anesthesia
60473,NSG - PSYCH HOLD
94110,Service Excellence
77173,HPL Medicine Clinic
79852,Women's Care Center - East
74573,Telemetry Monitoring
74505,Telemetry
79205,79205 BlueRidge RHC 1
75101,Monitor Tech Centralized Mont
61443,P TECH FLT
82544,Pat Trans
82516,Patient Transport
74822,Neurophysiology EEG
83637,Lab/Phlebotomy
72216,Anesthesia
73142,Sleep Lab
62300,Telemetry
68110,Patient Care Companion
86813,Cart Management
82502,Patient Transport
88524,Phlebotomy
62937,Sitters-Behavioral
71479,Phlebotomy
60418,Sitters
74537,Telemetry
60619,Sitter
86011,Phlebotomy
60926,Sitters
66662,Sitters
82558,Transportation
60644,Sitter
60602,Monitor Techs
82715,Phlebotomy
80437,JW Nutrition Svcs
60542,Med Sitter
78304,Emergency Transport Team
83640,Phlebotomy
66660,Patient Sitter
74536,Telemetry
72204,O R Anesthesia
69937,Sitters
88573,Phlebotomy
69901,Sitters
60927,Sitters
86310,Phlebotomy
71477,Phlebotomy
82560,Transportation
75102,Centralized Monitoring
66652,Sitter Hours
89422,Patient Sitters
60630,Tele Techs
85152,Phlebotomy
74710,EKG
95802,Dallas Room Service
89032,Lab Phlebotomy
60657,Patient Safety Attendant
74526,Telemetry Monitoring
68114,Sitters
85358,Phlebotomy
85150,Phlebotomy DRMC
60615,Sitter All
60631,Sitter
83688,Phlebotomy
68113,Sitter
60381,PSA/Sitter
74578,Telemetry Monitoring
74503,Telemetry
66650,Sitters
75784,STERILE PR
60940,Sitters
69723,Sitters
60245,Nursing Support Float
82000,Transport Services
72260,Anesthesia
60545,Sitters
74552,Telemetry Monitoring
69936,Sitters
87123,ER Concierge
83645,Phlebotomy
74511,Telemetry Monitoring
83626,Phlebotomists
63822,Centralized Tele Monitoring
74525,Telemetry Monitoring
74518,Patient Monitoring
83731,phlebotomy
63977,Tech - Monitors
72618,CT Scanner
60635,Sitter
60429,Sitters
82578,Pat Trans
83315,Transport
60605,60605 PATIENT SAFETY ATTENDANT
62810,Sitters
66661,Sitters
60642,Sitters
71478,Phlebotomy
73701,Bio Marker
72281,Anesthesia
68243,Sitters Parham
82719,Phlebotomy
69728,Sitters
83627,Phlebotomy
69910,Sitters
74530,Telemetry Monitoring
82705,Ambulance Services
79003,79003 Angel RHC
83911,Phlebotomy
66426,Runners
73801,Pulmonary Function
82573,Transportation
82579,PAT TRANS
60113,Sitters
74531,Telemetry Monitoring
69111,Sitter - Psych
80426,Phlebotomy
72225,Anesthesia
83613,Central Monitoring Unit
66674,Sitters
82514,Patient Transport
82520,TMC Transporters
60324,Sitters
88523,Phlebotomy
60729,Orientation
74816,Electroencephalography
81807,CJW Sitters
90633,Registration (front desk)
82559,Transporters
69907,Sitters
72201,Anesthesia
80425,Phlebotomy
62518,Sitters
60445,Pod-D Safety Attendants
74535,Telemetry Monitoring
82508,Transport
66676,Sitters
74527,Telemetry Monitoring
74431,EKG
72258,Anesthesia
71180,Telemetry
71158,Telemetry
83602,Phlebotomy
80417,Phlebotomy
75758,Sterile Processing
74559,Telemetry
74524,Telemetry
82813,Patient Transportation
77826,Orthopedic Clinc
82577,PAT TRANS
75761,Sterile Processing
87812,lab phlebotomoist
83735,Phlebotomy
83905,Phlebotomy
72278,Anesthesia
78911,ER Transport
82531,Patient Transporters
72232,Anesthesia
83910,Phlebotomy
72218,Anesthesiology
60611,Sitter
69730,Sitter
74823,EEG
83625,Phlebotomy
72224,Anesthesia
72223,Anesthesia
60141,Sitters
74858,EEG
85174,Phlebotomy
82717,Phlebotomy
74810,Neurodiagnostic Lab
63109,Tele Monitoring Techs
74813,Neurodiagnostics
74504,Telemetry
82519,Transport
69727,Sitters
60322,Sitters
69201,Virtual Sitter
75112,Cent Mntrg
64916,Monitor Techs
72230,Anesthesia
68118,Sitters
82536,Patient Transport
66855,ED Sitters
83744,Phlebotomy
88002,Phlebotomy
86320,TMC Phlebotomy
82535,Patient Transport
72252,Anesthesia
63976,Tech - Monitors
85843,Phlebotomy Parham
66658,Patient Sitter
85160,Lab Support Services
86016,DEPT 86016
86323,Dept86323
60734,Careview
60913,Forest Tech Float Pool
68102,Sitters
63377,Monitor Techs
88521,Phlebotomy
77576,Sleep Lab
88610,Phlebotomy
74544,Telemetry Monitoring
83702,83702 PHLEBOTOMY
83906,DEPT 83906
82204,Transport
74528,TELE - Monitoring
81123,EVS- OR
74534,Telemetry Monitoring
72205,Anesthesia
69726,Sitters
83609,BH Sitters
83614,Phlebotomy
83755,Phlebotomy
72240,Anesthesia
85153,Phlebotomy
82506,Transporters
79104,79104 TRANSYLVANIA RHC 1
89007,Lab Phlebotmist
79155,Lab Sugarland
60925,Sitters
68101,Patient Sitters
72213,Anesthesia Forest
83706,83706 PHLEBOTOMY
75110,Tele Techs
62049,Sitters
74817,Neurodiagnostic Lab
60379,TeleSitters
82721,Phlebotomy
64923,Telemetry
71467,Phlebotomy
72009,Epilepsy Techs
66663,Sitters
75007,Echo
82515,Patient Transport
71058,Patient Equipment
83648,Phlebotomy Main Lab
74549,Telemetry
82750,Ortho Pavilion Transportati
82716,Phlebotomy
71152,Monitor Tech
72273,Anesthesia for Anesthesia Tech
74313,Vascular Lab Forest
74568,Telemetry Monitoring
60811,BH Sitters
77479,Therapy Techs
78373,Telemetry
74510,Monitor Room
62220,TMC Telemetry Monitor
80420,Phlebotomy
74805,EEG
82576,Patient Transport
71200,Anesthesia
83750,DEPT 83750
83758,Phlebotomy
60706,Telemetry Tech
76102,Neurology
81837,CJW Sitters
72279,Anesthesia
71185,Telemetry
74455,EKG
72212,72212 ANESTHESIA
75773,Central Sterile
74562,Telemetry
74873,Neurology EEG
82551,Transport
73213,Anatomical Path Forest
82562,Transporter
69904,Sitters
72263,Anesthesia
82537,Patient Transport
79416,Ambulance Services
72219,Anesthesia
71481,Phlebotomy
62520,TMC Sitters
82504,Transporters
83669,Phlebotomists
83729,Phlebotomy
82509,Patient Transportation
73706,73706 LAB AMB
95702,Plano Room Service
66685,Sitters
71160,Telemetry Monitoring
66680,Patient Sitter
86006,Lab Phlebotomist
82574,Patient Transport
75015,Cardiac Lab
80937,JW Monitor Techs
69908,Sitters
72211,Anesthesia Services
74863,Neurology
83619,Phlebotomy
80802,Telemetry Monitoring
86316,Phlebotomy
72217,Anesthesia
71162,Monitor Techs
73129,Telemetry Monitoring
74557,Telemetry Monitoring
75106,Tele Techs
89002,Phlebotomy
72277,Anesthesia
69012,69012 FLOAT POOL CNA
79405,79405 BlueRidge RHC 3
74581,Tele Mon
89122,Radiology Transportation
83428,Emp Transportation
82643,Transportation
60377,Sitter
60529,Sitters
60530,Sitters
74807,EEG
75105,Telemetry Monitoring
82503,Transport
75104,Tele Tech
60105,601 Sitters
72231,Anesthesia
90668,Scheduling
74836,EEG
61442,Float Pool - West
71155,Telemetry Monitoring
74522,Telemetry Tech
66312,66312 SC SITTERS
85180,Phlebotomy
85185,Phlebotomy
86420,SMC Phlebotomy
72550,Mammography
83682,Phlebotomy
74821,Electroencephalography
72207,Anestheisia
66425,Runners
79724,HBED PAS
74030,CT Scan
60617,Patient Safety Attendants
80416,Phlebotomy
72659,CT Scan
79102,79102 MCDOWELL RHC 2
83608,Phlebotomy
81907,Patient Safety
60448,Sitters
83659,Phlebotomist
60559,Sitters
75080,Echo
83629,Phlebotomists
72234,Anesthesia
74723,Telemetry Monitoring
74507,Central Monitoring Unit
62510,SITTER
82906,Phlebotomy
72274,Anesthesia Unit
60603,60603 PATIENT SAFETY ATTENDANT
74515,Telemetry Monitoring Unit
74819,EEG
60378,Sitters
60620,Sitter
82557,Patient Transportation
74517,Telemetry Monitoring Unit
72227,Anesthesia Unit
80023,Food and Nutrition
72202,Anesthesia
83703,83703 PHLEBOTOMY
74311,EKG
87041,Phlebotomy
82563,Patient Transport
74476,EKG
77211,Radiology
60414,Sitters
64922,Telemetry Monitoring
75103,Monitor Tech
85713,Phlebotomy Forest
80419,LAB-Draw Blood
62620,SMC Sitters
89926,Phlebotomy
79834,Ambulance Services
82307,Behavior Health Services
83603,Psych Sitters
60788,Sitters
70183,OR
82505,Patient Transport
74815,Neurodiagnostics
79130,Pathology
74829,EEG
82528,Patient Transport
79904,79904 TRANSYLVANIA RHC 2
74412,EKG
72012,Tele Techs
82521,Transport
68116,Sitter
74406,EKG
60735,Care View Tech
82450,Patient Transport BAMC
72268,Anesthesia
82525,Patient Transport
67202,BHPOD
80414,Phlebotomy
82542,TRANSPORT
80421,Phlebotomy
74461,EKG
74806,EEG Electroencephlography
83618,Phlebotomy
60685,Monitor Techs
72250,Anesthesia
74460,EKG
83704,83704 PHLEBOTOMY
63032,Telemetry
74579,Tele Mon
83716,Valet
72203,Anesthesia
74567,Telemetry
72261,Anesthesia
77601,OP Lab Services
72214,Anesthesia
78704,78704 MAT
74574,Telemetry
72242,Anesthesia
73909,OP Radiology
72907,CMC Radiology Ultrasound
62516,Sitters
74463,Cardiology
82720,Phlebotomy
69903,Sitter
68117,Sitter Cost Center
74558,Telemetry Monitoring
74514,Monitor Techs
82553,Transport - Patient
90678,Admitting
74852,EEG Unit
82425,Lift Team
81052,Housekeeping
79006,79006 HIGHLANDS RHC
88528,Phlebotomy
74563,Telemetry
62820,Sitters WW
75109,Monitor Tech
72276,Anesthesia Unit
74804,EEG EMG
85161,Phlebotomy
74555,Telemetry Monitoring
83705,83705 Phlebotomy
62110,3 South West
73223,Histology
71829,Central Supply
80807,CJW Monitor Tech
80418,Phlebotomy
74500,Telemetry
74859,EEG
71468,Phlebotomy
75024,Cardiology Ultrasound
71029,Patient Equipment
82568,Pat Trans
68311,Sitters Retreat
82567,Pat Trans
75732,Central Sterile Processing
74457,EKG
60532,Sitter
77574,Sleep Lab
74434,EKG/Stress/Holter
72282,Anesthesia
74458,EKG
83649,Phlebotomy
74409,Non Invasive Cardiology EKG
85250,Phlebotomy BAMC
68109,Sitters
74818,Neurodiagnostics
92520,TMC Volunteer
74855,EEG
62420,SMC Telemetry
72235,Anesthesia
90923,Equipment Management
72327,Anesthesia   Children s
82517,Patient Transport
74337,Vascular
74481,EKG
79203,79203 ANGEL RHC 2
91022,Communications
71055,Patient Equipment
64363,PICU Step-Down
74885,Neuro Testing
60929,Sitters
72945,Ultrasound Unit - AI
73229,Pathology
66755,Sitters-Video
72285,Anesthesiology
88527,Phlebotomy
64910,Tele Monitor
74834,EEG/Sleep Lab
82561,Patient Transport
74880,EEG
74860,EEG
74435,EKG
72010,Epilepsy Monitoring Unit
85177,Phlebotomy
74484,EKG
81505,815 Valet
71853,Central Supply
73205,Histology
72284,ANESTHESIA
74809,Electroencephalograpy
74309,Non-Invasive Vascular
60462,Transport
74824,EEG
72662,Ct Scan Services
80700,Housekeeping
74462,EKG Services
74862,EEG
94004,94004 EMPLOYEE HEALTH
85143,Central Sterile Parham
74542,Telemetry Monitoring
94003,94003 EMPLOYEE HEALTH
90393,Vrtl Sttrs
75006,Echo
74830,EEG/Sleep Lab
73384,GI LAB
72244,Anesthesia
65946,Psychiatric care unit - Geriat
76820,Out Patient Imaging Center
73910,WEST RAD
87910,COVID-19
72107,CMC  Anesthesia
60367,Sitter
74592,Tele Mon
61181,DO NOT USE
73211,Pathology
88526,Phlebotomy
75782,Central Sterile Processing
74876,EEG
83617,Phlebotomy
74811,Electroencephalography
79303,79303 ANGEL RHC 3
94413,F-Pharm Resident
73267,Pathology
75735,SPD
68115,Sitters
72248,Anesthesia
75627,Adult Congenital Heart Clinic
66677,Sitters
78405,Ambulance
73410,Imaging MRI
73631,Lab Administration
74825,EEG
82909,Phlebotomy
61007,PCU
77655,Sleep Lab
72292,Anesthesia
71035,Equipment Management
72222,Anesthesia
83615,Phlebotomy
95052,Behavioral Health Mgmt BMC
83684,PHLEBTMIST
79074,Cypress 1960 Lab
73418,MRI
74803,EEG
82711,Transportation
92558,Volunteer Department
65961,Gero Psych
91062,Communication Services
92518,Auxiliary
94212,94212 POOL HUC
90623,Admitting
90622,Admitting
92901,Guest Relations
